source_stream,destination_stream,distance_m,distance_km
WEEWANIE CREEK,PIKE CREEK,5199,5.2
WEEWANIE CREEK,MARSHALL CREEK,96567,96.57
WEEWANIE CREEK,KITIMAT RIVER,39982,39.98
WEEWANIE CREEK,BRIM RIVER,61274,61.27
WEEWANIE CREEK,QUAAL RIVER,55195,55.2
WEEWANIE CREEK,HUGH CREEK,7119,7.12
WEEWANIE CREEK,MARMOT COVE CREEK,81310,81.31
WEEWANIE CREEK,FOCH RIVER,41842,41.84
WEEWANIE CREEK,DOME CREEK,95668,95.67
WEEWANIE CREEK,SCOW BAY CREEK,85655,85.65
WEEWANIE CREEK,KILDALA RIVER,47364,47.36
WEEWANIE CREEK,BISH CREEK,30771,30.77
WEEWANIE CREEK,KLEKANE RIVER,88208,88.21
WEEWANIE CREEK,DALA RIVER,45521,45.52
WEEWANIE CREEK,KITKIATA CREEK,53180,53.18
WEEWANIE CREEK,KEMANO RIVER,75291,75.29
WEEWANIE CREEK,CRAB RIVER,19548,19.55
WEEWANIE CREEK,WATHL CREEK,38856,38.86
WEEWANIE CREEK,AALTANHASH RIVER,95763,95.76
WEEWANIE CREEK,GILTTOYEES CREEK,41868,41.87
WEEWANIE CREEK,KILTUISH RIVER,55221,55.22
WEEWANIE CREEK,KHUTZE RIVER,102260,102.26
WEEWANIE CREEK,EVELYN CREEK,28332,28.33
